Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
6/3/2016,2016,West Hartford,167860,115000,Single Family,Detached House,3,3,908,1.340225,North
6/3/2016,2016,West Hartford,198870,452500,?,Detached House,3,3,980,1.340225,South
6/3/2016,2016,West Hartford,161490,263500,Single Family,Detached House,3,1,1007,1.340225,East
6/3/2016,2016,Greenwich,723870,1150000,Single Family,Detached House,3,3,1055,1.340225,North
6/4/2016,2016,,456960,596000,Single Family,Detached House,3,3,1098,1.340225,West
6/4/2016,2016,West Hartford,241570,416000,Single Family,Detached House,3,1,902,1.340225,West
6/4/2016,2016,Bridgeport,133990,64000,Single Family,Detached House,3,3,953,1.340225,South
6/4/2016,2016,Bridgeport,67760,25000,Single Family,Detached House,3,2,1008,1.340225,East
6/4/2016,2016,Greenwich,1576540,1825000,Single Family,Detached House,3,1,1027,1.340225,South
6/4/2016,2016,Fairfield,421750,520000,Single Family,Detached House,3,3,,1.340225,South
6/5/2016,2016,,3941350,5600000,Single Family,Detached House,3,2,1046,1.340225,North
6/5/2016,2016,Greenwich,,1218875,Single Family,Detached House,3,2,,1.340225,South
6/5/2016,2016,West Hartford,134120,143500,Two Family,Duplex,4,2,1244,1.340225,East
6/5/2016,2016,Bridgeport,455644,565000,Single Family,Detached House,3,2,952,1.340225,West
6/6/2016,2016,West Hartford,123060,132000,Single Family,Detached House,3,2,931,1.340225,South
6/6/2016,2016,Greenwich,536830,802000,Single Family,Detached House,3,1,938,1.340225,North
6/6/2016,2016,Greenwich,640780,1622500,Single Family,Detached House,3,1,983,1.340225,South
6/6/2016,2016,West Hartford,172760,165200,Single Family,Detached House,3,2,,1.340225,North
6/6/2016,2016,Fairfield,426440,639700,Single Family,Detached House,3,2,969,1.340225,South
6/6/2016,2016,Norwalk,321650,345000,Single Family,Detached House,3,1,1081,1.340225,East
6/7/2016,2016,Fairfield,416080,650000,Single Family,Detached House,3,2,928,1.340225,East
6/7/2016,2016,Fairfield,908530,1435000,?,Detached House,3,2,980,1.340225,South
6/10/2016,2016,West Hartford,220640,412000,Single Family,Detached House,3,3,952,1.340225,South
6/10/2016,2016,Greenwich,611870,910000,Single Family,Detached House,3,3,933,1.340225,East
6/10/2016,2016,Fairfield,270620,476000,?,Detached House,3,3,1016,1.340225,West
6/10/2016,2016,Greenwich,2231180,2865000,Single Family,Detached House,3,2,990,1.340225,East
6/10/2016,2016,,525630,765000,Single Family,Detached House,3,3,1048,1.340225,South
6/11/2016,2016,Bridgeport,241410,288660,Two Family,Duplex,4,4,1458,1.340225,West
6/12/2016,2016,Bridgeport,156810,65000,Single Family,Detached House,3,3,1073,1.340225,West
6/12/2016,2016,Fairfield,324800,475000,?,Detached House,3,2,1063,1.340225,South
6/12/2016,2016,Greenwich,1089270,1750000,Single Family,Detached House,3,3,960,1.340225,West
6/12/2016,2016,,162400,222000,Single Family,Detached House,3,1,930,1.340225,North
6/13/2016,2016,Norwalk,266840,372500,Single Family,Detached House,3,2,962,1.340225,South
6/14/2016,2016,,1176770,1600000,Single Family,Detached House,3,1,1066,1.340225,South
6/14/2016,2016,Norwalk,245840,305000,Single Family,Detached House,3,3,918,1.340225,East
6/14/2016,2016,Norwalk,559020,829000,Single Family,Detached House,3,1,957,1.340225,South
6/17/2016,2016,Greenwich,513520,1195000,?,Detached House,3,1,1014,1.340225,East
6/17/2016,2016,Greenwich,,3630000,Single Family,Detached House,3,1,906,1.340225,South
6/17/2016,2016,West Hartford,250460,410000,?,Detached House,3,2,,1.340225,East
6/17/2016,2016,Bridgeport,,23800,Single Family,Detached House,3,1,996,1.340225,North
6/17/2016,2016,Greenwich,1696100,2950000,Single Family,Detached House,3,1,1001,1.340225,North
6/17/2016,2016,West Hartford,190680,320000,Single Family,Detached House,3,1,975,1.340225,West
6/17/2016,2016,Norwalk,243040,235000,Single Family,Detached House,3,1,994,1.340225,North
6/17/2016,2016,Bridgeport,258690,280000,Four Family,Fourplex,8,6,2550,1.340225,North
6/17/2016,2016,,380100,470000,Single Family,Detached House,3,1,963,1.340225,East
6/18/2016,2016,West Hartford,244300,420000,Single Family,Detached House,3,2,,1.340225,West
6/18/2016,2016,Bridgeport,97150,223000,Single Family,Detached House,3,1,963,1.340225,West
6/18/2016,2016,Bridgeport,232960,199000,Single Family,Detached House,3,1,936,1.340225,North
6/18/2016,2016,West Hartford,,790000,Single Family,Detached House,3,3,1048,1.340225,West
6/19/2016,2016,Greenwich,366800,539000,?,Detached House,3,2,956,1.340225,West
6/19/2016,2016,Fairfield,560770,1593533,Single Family,Detached House,3,2,1087,1.340225,North
6/19/2016,2016,Fairfield,419020,700000,Single Family,Detached House,3,3,980,1.340225,East
6/20/2016,2016,,1379140,2100000,Single Family,Detached House,3,2,1029,1.340225,East
6/20/2016,2016,West Hartford,267960,486888,Single Family,Detached House,3,3,926,1.340225,North
6/21/2016,2016,Fairfield,3341170,5000000,?,Detached House,3,1,920,1.340225,West
6/21/2016,2016,,478730,600000,Single Family,Detached House,3,3,,1.340225,West
6/21/2016,2016,Fairfield,330610,499000,Single Family,Detached House,3,3,979,1.340225,West
6/21/2016,2016,Greenwich,1058190,2050000,Single Family,Detached House,3,3,1030,1.340225,South
6/24/2016,2016,West Hartford,287630,400000,Single Family,Detached House,3,2,951,1.340225,West
6/24/2016,2016,Bridgeport,148620,71000,Two Family,Duplex,4,3,1203,1.340225,East
6/24/2016,2016,Bridgeport,,35000,Two Family,Duplex,4,3,1241,1.340225,South
6/24/2016,2016,West Hartford,288610,528000,?,Detached House,3,3,985,1.340225,West
6/25/2016,2016,Greenwich,598640,1030000,Single Family,Detached House,3,3,,1.340225,South
6/25/2016,2016,Greenwich,1772120,2550000,Single Family,Detached House,3,2,1060,1.340225,West
6/26/2016,2016,Greenwich,1563310,2390000,Single Family,Detached House,3,2,932,1.340225,South
6/27/2016,2016,,232960,430000,?,Detached House,3,2,1010,1.340225,South
6/27/2016,2016,West Hartford,149310,254900,Single Family,Detached House,3,1,1004,1.340225,East
6/27/2016,2016,West Hartford,,443250,Single Family,Detached House,3,2,1070,1.340225,West
6/27/2016,2016,Bridgeport,134470,84000,Single Family,Detached House,3,1,982,1.340225,South
6/27/2016,2016,Fairfield,,677500,Single Family,Detached House,3,1,988,1.340225,East
6/28/2016,2016,Greenwich,,1487500,Single Family,Detached House,3,2,980,1.340225,West
6/28/2016,2016,Greenwich,1301020,1925000,Single Family,Detached House,3,3,929,1.340225,West
6/28/2016,2016,Greenwich,1175090,1750000,Single Family,Detached House,3,2,1034,1.340225,North
6/28/2016,2016,Greenwich,1621830,3295000,Single Family,Detached House,3,2,1031,1.340225,West
6/28/2016,2016,Fairfield,375480,640000,?,Detached House,3,2,994,1.340225,East
7/1/2016,2016,Bridgeport,239280,290000,Two Family,Duplex,4,3,1360,1.340225,East
7/1/2016,2016,Norwalk,460600,691000,Single Family,Detached House,3,1,1068,1.340225,North
7/1/2016,2016,Fairfield,,629000,Single Family,Detached House,3,2,,1.340225,North
7/1/2016,2016,,,97000,?,Detached House,3,2,,1.340225,East
7/1/2016,2016,Norwalk,470120,585000,Single Family,Detached House,3,3,912,1.340225,West
7/1/2016,2016,Fairfield,683060,927000,Single Family,Detached House,3,2,1012,1.340225,North
7/1/2016,2016,,264460,375000,Single Family,Detached House,3,2,959,1.340225,West
7/1/2016,2016,West Hartford,238420,300000,?,Detached House,3,3,1033,1.340225,East
7/1/2016,2016,Norwalk,245910,339000,Single Family,Detached House,3,2,997,1.340225,East
7/1/2016,2016,Fairfield,225610,268000,Single Family,Detached House,3,3,973,1.340225,East
7/2/2016,2016,Greenwich,508480,949000,Single Family,Detached House,3,1,1088,1.340225,North
7/2/2016,2016,Fairfield,388990,300000,Single Family,Detached House,3,3,937,1.340225,North
7/2/2016,2016,Fairfield,265790,800000,?,Detached House,3,2,962,1.340225,West
7/2/2016,2016,Fairfield,280770,455000,Single Family,Detached House,3,3,992,1.340225,North
7/2/2016,2016,Greenwich,975170,1340000,Single Family,Detached House,3,3,,1.340225,East
7/2/2016,2016,Greenwich,1744120,2727500,Single Family,Detached House,3,3,1071,1.340225,East
7/2/2016,2016,Bridgeport,152180,125349,Single Family,Detached House,3,2,981,1.340225,North
7/2/2016,2016,,222040,220000,?,Detached House,3,2,955,1.340225,East
7/2/2016,2016,Fairfield,295120,410000,Single Family,Detached House,3,1,971,1.340225,North
7/2/2016,2016,Fairfield,505190,629000,Single Family,Detached House,3,2,981,1.340225,West
7/2/2016,2016,Fairfield,253680,290500,Single Family,Detached House,3,2,912,1.340225,North
7/3/2016,2016,Norwalk,385070,513000,Single Family,Detached House,3,1,,1.340225,East
7/3/2016,2016,Norwalk,285320,243000,?,Detached House,3,1,973,1.340225,North
7/3/2016,2016,Bridgeport,166840,77900,Two Family,Duplex,4,3,1226,1.340225,West
7/3/2016,2016,West Hartford,170030,275000,Single Family,Detached House,3,3,1062,1.340225,North
7/8/2016,2016,,182050,220000,Single Family,Detached House,3,1,1062,1.340225,West
7/8/2016,2016,West Hartford,211190,378107,Single Family,Detached House,3,3,956,1.340225,South
7/8/2016,2016,Norwalk,489860,770000,?,Detached House,3,1,1010,1.340225,West
7/8/2016,2016,West Hartford,359520,579000,?,Detached House,3,1,1009,1.340225,South
7/9/2016,2016,Fairfield,,305000,?,Detached House,3,1,962,1.340225,North
7/9/2016,2016,Fairfield,297430,135000,Single Family,Detached House,3,2,,1.340225,South
7/9/2016,2016,West Hartford,189000,355000,Single Family,Detached House,3,3,921,1.340225,East
7/9/2016,2016,Norwalk,340690,487000,?,Detached House,3,1,1096,1.340225,East
7/9/2016,2016,Norwalk,1627150,1490000,Single Family,Detached House,3,3,,1.340225,South
7/10/2016,2016,Greenwich,706300,658000,Single Family,Detached House,3,1,,1.340225,East
7/10/2016,2016,Bridgeport,,255000,Single Family,Detached House,3,3,966,1.340225,South
7/10/2016,2016,Fairfield,,623000,Single Family,Detached House,3,2,,1.340225,South
7/10/2016,2016,Greenwich,2948960,5000000,Single Family,Detached House,3,3,1063,1.340225,East
7/11/2016,2016,West Hartford,,159000,Single Family,Detached House,3,3,1100,1.340225,West
7/12/2016,2016,Fairfield,,774000,Single Family,Detached House,3,2,1060,1.340225,North
7/12/2016,2016,,7506450,7100000,Single Family,Detached House,3,1,1033,1.340225,North
7/12/2016,2016,Greenwich,780010,1715000,Single Family,Detached House,3,3,953,1.340225,South
7/15/2016,2016,Bridgeport,151250,70000,?,Detached House,3,2,992,1.340225,North
7/15/2016,2016,West Hartford,186970,320000,?,Detached House,3,3,1090,1.340225,West
7/15/2016,2016,,232960,303500,?,Detached House,3,1,,1.340225,West
7/15/2016,2016,,,282000,Single Family,Detached House,3,2,1051,1.340225,West
7/16/2016,2016,West Hartford,178080,324500,?,Detached House,3,2,1097,1.340225,West
7/16/2016,2016,Greenwich,1246840,1525000,Single Family,Detached House,3,1,1039,1.340225,South
7/17/2016,2016,West Hartford,173460,247500,Single Family,Detached House,3,2,1062,1.340225,West
7/17/2016,2016,Greenwich,2809170,3647000,Single Family,Detached House,3,1,1023,1.340225,West
7/18/2016,2016,Bridgeport,81180,49100,?,Detached House,3,1,1075,1.340225,East
7/18/2016,2016,Fairfield,469560,1075000,Single Family,Detached House,3,1,994,1.340225,North
7/18/2016,2016,,,775000,Single Family,Detached House,3,2,1100,1.340225,South
7/18/2016,2016,,277830,328000,Single Family,Detached House,3,3,1043,1.340225,North
7/19/2016,2016,Greenwich,1362410,1800000,Single Family,Detached House,3,3,996,1.340225,South
7/19/2016,2016,,,930000,?,Detached House,3,3,1090,1.340225,East
7/23/2016,2016,West Hartford,303660,500000,Single Family,Detached House,3,2,1068,1.340225,South
7/23/2016,2016,,287280,440000,Single Family,Detached House,3,2,902,1.340225,North
7/23/2016,2016,,350700,584500,Single Family,Detached House,3,3,941,1.340225,North
7/23/2016,2016,Greenwich,350210,537000,Single Family,Detached House,3,1,1063,1.340225,North
7/23/2016,2016,Fairfield,276500,437500,?,Detached House,3,3,920,1.340225,South
7/24/2016,2016,Bridgeport,,184000,Two Family,Duplex,4,4,1313,1.340225,South
7/25/2016,2016,,,485000,Single Family,Detached House,3,1,1094,1.340225,North
7/25/2016,2016,Fairfield,481180,535000,?,Detached House,3,3,969,1.340225,East
7/25/2016,2016,Norwalk,,376000,Single Family,Detached House,3,1,1015,1.340225,North
7/26/2016,2016,Fairfield,359660,585000,?,Detached House,3,2,920,1.340225,East
7/29/2016,2016,,345660,550000,Single Family,Detached House,3,3,,1.340225,West
7/29/2016,2016,West Hartford,,260000,Single Family,Detached House,3,1,997,1.340225,West
7/29/2016,2016,Norwalk,499870,699000,Single Family,Detached House,3,1,933,1.340225,South
7/30/2016,2016,West Hartford,167370,270000,?,Detached House,3,3,,1.340225,East
7/30/2016,2016,Bridgeport,253060,85000,?,Detached House,3,1,,1.340225,South
7/30/2016,2016,Fairfield,308630,410000,Single Family,Detached House,3,3,1041,1.340225,East
7/30/2016,2016,West Hartford,174090,295000,Single Family,Detached House,3,2,976,1.340225,East
7/30/2016,2016,Fairfield,224000,348000,Single Family,Detached House,3,3,1045,1.340225,East
7/31/2016,2016,Bridgeport,136990,156000,?,Detached House,3,1,1074,1.340225,South
7/31/2016,2016,Fairfield,736050,1100000,?,Detached House,3,2,908,1.340225,East
7/31/2016,2016,Fairfield,,1500000,Single Family,Detached House,3,3,1021,1.340225,North
7/31/2016,2016,Greenwich,1059660,1350000,Single Family,Detached House,3,3,951,1.340225,North
7/31/2016,2016,Greenwich,2382310,2937500,Single Family,Detached House,3,3,,1.340225,North
7/31/2016,2016,West Hartford,,330000,Single Family,Detached House,3,1,1096,1.340225,West
7/31/2016,2016,Fairfield,320950,495000,Single Family,Detached House,3,3,1027,1.340225,North
8/1/2016,2016,Fairfield,204610,340000,Single Family,Detached House,3,1,955,1.340225,North
8/1/2016,2016,Fairfield,424830,410000,?,Detached House,3,3,926,1.340225,West
8/1/2016,2016,Greenwich,1594530,2900000,?,Detached House,3,2,1034,1.340225,South
8/1/2016,2016,Greenwich,378910,540000,Single Family,Detached House,3,1,,1.340225,East
8/1/2016,2016,Fairfield,1586970,1600000,Single Family,Detached House,3,1,911,1.340225,South
8/1/2016,2016,Fairfield,218680,315000,?,Detached House,3,3,1004,1.340225,North
8/1/2016,2016,Bridgeport,127250,43100,Single Family,Detached House,3,1,1031,1.340225,North
8/2/2016,2016,Greenwich,,2850000,Single Family,Detached House,3,3,1057,1.340225,West
8/2/2016,2016,Greenwich,965230,930000,Single Family,Detached House,3,2,936,1.340225,South
8/5/2016,2016,,153150,57500,?,Detached House,3,1,1086,1.340225,South
8/5/2016,2016,Bridgeport,2016670,299900,Single Family,Detached House,3,1,1039,1.340225,West
8/5/2016,2016,Fairfield,268520,260000,Single Family,Detached House,3,1,903,1.340225,East
8/5/2016,2016,Fairfield,292040,450000,Single Family,Detached House,3,1,981,1.340225,South
8/5/2016,2016,Greenwich,1690920,3000000,?,Detached House,3,3,936,1.340225,East
8/6/2016,2016,Greenwich,1050280,1780000,Single Family,Detached House,3,3,1075,1.340225,East
8/6/2016,2016,,1702610,2610000,Single Family,Detached House,3,2,,1.340225,North
8/7/2016,2016,Bridgeport,186030,150000,Three Family,Triplex,6,5,,1.340225,West
8/8/2016,2016,Bridgeport,,76500,Single Family,Detached House,3,1,1022,1.340225,South
8/8/2016,2016,Fairfield,693000,700000,Single Family,Detached House,3,3,1004,1.340225,North
8/9/2016,2016,Greenwich,,1550000,Single Family,Detached House,3,3,1090,1.340225,North
8/9/2016,2016,,317520,580000,Single Family,Detached House,3,1,1023,1.340225,East
8/12/2016,2016,West Hartford,280350,481000,Single Family,Detached House,3,1,942,1.340225,South
8/12/2016,2016,Bridgeport,239760,270000,Two Family,Duplex,4,2,1258,1.340225,East
8/12/2016,2016,West Hartford,229110,392500,Single Family,Detached House,3,1,928,1.340225,West
8/13/2016,2016,West Hartford,187390,410000,Single Family,Detached House,3,2,,1.340225,East
8/13/2016,2016,Bridgeport,207620,190000,Single Family,Detached House,3,2,905,1.340225,West
8/13/2016,2016,Fairfield,221410,425000,Single Family,Detached House,3,2,1090,1.340225,West
8/15/2016,2016,Greenwich,1005480,1045000,Single Family,Detached House,3,1,928,1.340225,East
8/15/2016,2016,West Hartford,263830,460500,Single Family,Detached House,3,3,933,1.340225,North
8/15/2016,2016,Norwalk,217070,274000,Single Family,Detached House,3,1,1034,1.340225,North
8/16/2016,2016,Fairfield,1409940,1800000,Single Family,Detached House,3,1,1099,1.340225,North
8/16/2016,2016,Fairfield,437850,720000,Single Family,Detached House,3,2,924,1.340225,South
8/16/2016,2016,Greenwich,505400,955000,Single Family,Detached House,3,1,1056,1.340225,West
8/19/2016,2016,West Hartford,215320,340000,Single Family,Detached House,3,1,,1.340225,East
8/19/2016,2016,Fairfield,259420,431000,?,Detached House,3,1,,1.340225,East
8/19/2016,2016,West Hartford,398230,730000,Single Family,Detached House,3,1,1090,1.340225,South
8/19/2016,2016,Fairfield,261240,420000,Single Family,Detached House,3,2,971,1.340225,East
8/19/2016,2016,,154670,185000,Single Family,Detached House,3,3,1037,1.340225,North
8/19/2016,2016,Greenwich,513590,1025000,?,Detached House,3,1,1014,1.340225,East
8/20/2016,2016,,129780,230000,Single Family,Detached House,3,2,963,1.340225,North
8/20/2016,2016,Bridgeport,161770,111000,Single Family,Detached House,3,1,987,1.340225,South
8/21/2016,2016,Bridgeport,216530,150000,Four Family,Fourplex,8,8,2531,1.340225,North
8/21/2016,2016,West Hartford,186340,331000,Single Family,Detached House,3,1,904,1.340225,West
8/21/2016,2016,West Hartford,245980,422500,Single Family,Detached House,3,1,1042,1.340225,East
8/21/2016,2016,West Hartford,223580,438500,Single Family,Detached House,3,2,1060,1.340225,West
8/22/2016,2016,Norwalk,720440,1115000,Single Family,Detached House,3,1,928,1.340225,South
8/22/2016,2016,Norwalk,582610,780000,Single Family,Detached House,3,1,1023,1.340225,South
8/23/2016,2016,Norwalk,466550,700000,Single Family,Detached House,3,1,981,1.340225,West
8/26/2016,2016,Fairfield,341250,785000,Single Family,Detached House,3,3,1002,1.340225,North
8/26/2016,2016,Bridgeport,143320,35000,Three Family,Triplex,6,5,,1.340225,West
8/26/2016,2016,Greenwich,3564050,5050000,Single Family,Detached House,3,3,976,1.340225,West
8/26/2016,2016,West Hartford,170940,253000,Single Family,Detached House,3,1,1073,1.340225,West
8/26/2016,2016,,390110,565000,Three Family,Triplex,6,5,,1.340225,East
8/26/2016,2016,Bridgeport,109960,138000,Single Family,Detached House,3,1,1076,1.340225,South
8/26/2016,2016,Norwalk,276570,305000,Single Family,Detached House,3,2,923,1.340225,South
8/26/2016,2016,Greenwich,,842100,Single Family,Detached House,3,2,1020,1.340225,East
8/27/2016,2016,Bridgeport,,280000,Three Family,Triplex,6,6,,1.340225,South
8/27/2016,2016,Greenwich,,1250000,Single Family,Detached House,3,1,,1.340225,West
8/27/2016,2016,,206640,338000,Single Family,Detached House,3,2,1067,1.340225,West
8/28/2016,2016,West Hartford,256480,490000,Single Family,Detached House,3,2,1029,1.340225,West
8/28/2016,2016,Norwalk,271110,310000,Single Family,Detached House,3,1,1037,1.340225,West
8/28/2016,2016,,121300,137000,?,Detached House,3,1,,1.340225,East
8/29/2016,2016,Fairfield,,1005500,Single Family,Detached House,3,1,1033,1.340225,North
8/29/2016,2016,Fairfield,937580,1175000,Single Family,Detached House,3,3,1059,1.340225,West
8/29/2016,2016,Bridgeport,163730,175000,Single Family,Detached House,3,2,1006,1.340225,South
8/29/2016,2016,Fairfield,93800,949000,Single Family,Detached House,3,1,1033,1.340225,North
8/29/2016,2016,West Hartford,186760,260000,Single Family,Detached House,3,1,1053,1.340225,East
8/30/2016,2016,Norwalk,253610,382500,Single Family,Detached House,3,3,976,1.340225,West
8/30/2016,2016,Fairfield,312550,211299,Single Family,Detached House,3,3,,1.340225,West
9/3/2016,2016,Bridgeport,,60469,Single Family,Detached House,3,2,907,1.340225,South
9/3/2016,2016,Bridgeport,145690,130000,Two Family,Duplex,4,4,1437,1.340225,North
9/3/2016,2016,Bridgeport,190450,266000,?,Duplex,4,3,1344,1.340225,East
9/3/2016,2016,Fairfield,332220,525000,Single Family,Detached House,3,3,1092,1.340225,East
9/4/2016,2016,Norwalk,,630000,Single Family,Detached House,3,2,1064,1.340225,North
9/4/2016,2016,Bridgeport,163830,130000,Two Family,Duplex,4,3,1329,1.340225,East
9/5/2016,2016,Norwalk,276220,351000,?,Detached House,3,1,1052,1.340225,East
9/10/2016,2016,Norwalk,661920,721000,Single Family,Detached House,3,1,1014,1.340225,West
9/11/2016,2016,West Hartford,319480,445000,Single Family,Detached House,3,1,914,1.340225,West
9/11/2016,2016,Bridgeport,144970,125000,Single Family,Detached House,3,2,1053,1.340225,East
9/11/2016,2016,,399000,551500,Single Family,Detached House,3,1,1073,1.340225,North
9/12/2016,2016,Bridgeport,173590,140000,Single Family,Detached House,3,1,923,1.340225,South
9/12/2016,2016,West Hartford,684390,850000,Single Family,Detached House,3,2,957,1.340225,West
9/12/2016,2016,West Hartford,367990,370000,Single Family,Detached House,3,2,,1.340225,North
9/12/2016,2016,Norwalk,329280,343000,Single Family,Detached House,3,1,1054,1.340225,West
9/12/2016,2016,West Hartford,150500,293500,Single Family,Detached House,3,2,1080,1.340225,North
9/13/2016,2016,Fairfield,,989625,Single Family,Detached House,3,3,963,1.340225,West
9/16/2016,2016,West Hartford,183190,290000,Single Family,Detached House,3,2,912,1.340225,West
9/16/2016,2016,Norwalk,623280,720000,Single Family,Detached House,3,1,928,1.340225,North
9/17/2016,2016,Fairfield,227290,427500,Single Family,Detached House,3,2,950,1.340225,South
9/18/2016,2016,Norwalk,,1800000,Single Family,Detached House,3,2,1021,1.340225,North
9/18/2016,2016,Bridgeport,137310,82000,?,Detached House,3,1,990,1.340225,North
9/19/2016,2016,Norwalk,,245000,?,Detached House,3,1,1022,1.340225,South
9/19/2016,2016,,215390,280000,?,Detached House,3,1,921,1.340225,North
9/19/2016,2016,Norwalk,,300000,Single Family,Detached House,3,1,1080,1.340225,West
9/19/2016,2016,Norwalk,,430000,?,Detached House,3,1,908,1.340225,East
9/19/2016,2016,West Hartford,144130,227585,Single Family,Detached House,3,2,1078,1.340225,East
9/24/2016,2016,Bridgeport,173980,200000,Single Family,Detached House,3,3,1082,1.340225,South
9/24/2016,2016,Bridgeport,105750,54000,Single Family,Detached House,3,2,,1.340225,East
9/24/2016,2016,West Hartford,342090,400000,Single Family,Detached House,3,2,922,1.340225,South
9/24/2016,2016,Greenwich,275310,550000,Two Family,Duplex,4,4,1453,1.340225,North
9/24/2016,2016,Norwalk,295750,344000,Single Family,Detached House,3,3,913,1.340225,West
9/26/2016,2016,Fairfield,298340,515000,Single Family,Detached House,3,1,,1.340225,West
9/26/2016,2016,,1070650,1121250,Single Family,Detached House,3,1,1016,1.340225,North
9/27/2016,2016,Greenwich,,2950000,Single Family,Detached House,3,2,1087,1.340225,North
9/27/2016,2016,,561330,785000,Single Family,Detached House,3,2,1043,1.340225,South
9/30/2016,2016,Bridgeport,222550,90000,Three Family,Triplex,6,4,1837,1.340225,South
9/30/2016,2016,West Hartford,,330000,Single Family,Detached House,3,1,989,1.340225,South
10/1/2016,2016,Fairfield,336840,420000,Single Family,Detached House,3,2,931,1.340225,East
10/1/2016,2016,,637280,825000,Single Family,Detached House,3,3,,1.340225,West
10/1/2016,2016,,188760,140000,Single Family,Detached House,3,3,1074,1.340225,West
10/1/2016,2016,Greenwich,325640,480000,Single Family,Detached House,3,2,939,1.340225,North
10/1/2016,2016,Waterbury,62840,91000,Single Family,Detached House,3,3,1004,1.340225,North
10/2/2016,2016,Bridgeport,132200,117299,Single Family,Detached House,3,2,,1.340225,South
10/2/2016,2016,,,680000,Single Family,Detached House,3,2,,1.340225,South
10/2/2016,2016,Bridgeport,181130,96500,Two Family,Duplex,4,3,1285,1.340225,West
10/2/2016,2016,Fairfield,,380000,Single Family,Detached House,3,1,984,1.340225,West
10/3/2016,2016,Greenwich,814590,800000,Single Family,Detached House,3,3,940,1.340225,South
10/3/2016,2016,Bridgeport,93280,45000,Single Family,Detached House,3,3,1090,1.340225,West
10/3/2016,2016,Bridgeport,108440,38344,Single Family,Detached House,3,3,950,1.340225,South
10/4/2016,2016,Stamford,203910,312000,Single Family,Detached House,3,2,,1.340225,East
10/4/2016,2016,Greenwich,365820,722000,Single Family,Detached House,3,3,,1.340225,West
10/4/2016,2016,Waterbury,38620,25000,Two Family,Duplex,4,4,,1.340225,East
10/7/2016,2016,Bridgeport,122210,100000,Single Family,Detached House,3,2,1088,1.340225,South
10/7/2016,2016,Bridgeport,,215000,?,Detached House,3,1,959,1.340225,South
10/7/2016,2016,Bridgeport,263520,90000,Two Family,Duplex,4,2,1428,1.340225,North
10/9/2016,2016,,602070,455000,?,Detached House,3,1,1060,1.340225,East
10/9/2016,2016,Stamford,247740,397000,Single Family,Detached House,3,1,1100,1.340225,North
10/10/2016,2016,Bridgeport,155090,120000,Single Family,Detached House,3,1,989,1.340225,East
10/10/2016,2016,Waterbury,64290,72500,Single Family,Detached House,3,1,,1.340225,East
10/11/2016,2016,Greenwich,,1450000,Single Family,Detached House,3,2,,1.340225,West
10/11/2016,2016,Fairfield,322560,825000,Single Family,Detached House,3,1,979,1.340225,West
10/15/2016,2016,Greenwich,1799070,2340000,?,Detached House,3,3,1100,1.340225,West
10/15/2016,2016,Fairfield,309120,400000,?,Detached House,3,3,930,1.340225,East
10/15/2016,2016,Greenwich,361480,520000,Single Family,Detached House,3,3,907,1.340225,South
10/16/2016,2016,Greenwich,834890,1060000,Single Family,Detached House,3,3,,1.340225,South
10/16/2016,2016,Bridgeport,162450,72000,Three Family,Triplex,6,6,1976,1.340225,North
10/16/2016,2016,Stamford,460950,666000,Single Family,Detached House,3,3,946,1.340225,West
10/16/2016,2016,West Hartford,104930,250000,Single Family,Detached House,3,3,1055,1.340225,West
10/16/2016,2016,Fairfield,273350,390000,Single Family,Detached House,3,1,914,1.340225,South
10/16/2016,2016,Bridgeport,7568480,27500,Single Family,Detached House,3,3,1086,1.340225,East
10/17/2016,2016,Waterbury,131540,210000,?,Fourplex,8,6,2795,1.340225,South
10/17/2016,2016,West Hartford,119000,120000,Single Family,Detached House,3,3,1042,1.340225,North
10/17/2016,2016,Greenwich,1692460,2085000,Single Family,Detached House,3,2,997,1.340225,South
10/17/2016,2016,Bridgeport,138880,50000,?,Detached House,3,1,943,1.340225,South
10/18/2016,2016,Greenwich,1871240,3375000,Single Family,Detached House,3,3,1062,1.340225,South
10/18/2016,2016,Waterbury,75320,37500,?,Detached House,3,3,991,1.340225,South
10/18/2016,2016,Stamford,320790,515000,Single Family,Detached House,3,3,982,1.340225,South
10/18/2016,2016,Stamford,492480,250000,?,Detached House,3,1,,1.340225,West
10/18/2016,2016,Stamford,492480,970000,Single Family,Detached House,3,3,1097,1.340225,North
10/18/2016,2016,Stamford,243680,431500,?,Detached House,3,1,1091,1.340225,East
10/21/2016,2016,Bridgeport,116380,148000,Single Family,Detached House,3,2,901,1.340225,West
10/21/2016,2016,Waterbury,79790,13500,Single Family,Detached House,3,3,956,1.340225,South
10/21/2016,2016,,92300,85000,Single Family,Detached House,3,1,995,1.340225,North
10/21/2016,2016,Greenwich,1836170,3030000,Single Family,Detached House,3,3,965,1.340225,North
10/21/2016,2016,Fairfield,206850,246667,Two Family,Duplex,4,2,1312,1.340225,West
10/22/2016,2016,Stamford,268020,497000,?,Detached House,3,2,,1.340225,South
10/23/2016,2016,Bridgeport,148990,159000,Two Family,Duplex,4,2,1311,1.340225,North
10/23/2016,2016,Bridgeport,126280,65000,Single Family,Detached House,3,1,1090,1.340225,East
